shift_duration_hrs,ventilation_rate_m3_per_min,methane_level_ppm,machinery_age_years,avg_worker_experience_yrs,workforce_size,depth_m,temperature_c,incidents_last_30_days,incident_occurred
8,9.21,28.8,11.8,3.2,15,465.0,30.4,1,0
8,5.91,71.4,1.9,8.0,37,116.0,29.1,0,0
12,6.12,277.9,11.0,4.3,30,212.0,31.3,1,0
8,5.37,155.0,14.1,7.4,31,323.0,25.0,0,0
8,5.98,157.8,15.9,2.0,26,406.0,26.2,0,0
8,9.05,302.4,12.6,8.9,30,555.0,30.0,1,0
8,2.02,336.6,3.1,1.6,26,784.0,25.5,0,1
12,8.8,378.5,14.2,3.9,9,185.0,19.1,0,0
10,7.11,14.9,13.5,1.2,39,63.0,34.6,0,0
10,4.33,117.8,0.5,3.2,6,432.0,32.4,0,0
8,4.56,202.4,8.2,1.9,39,417.0,25.9,1,0
8,9.52,212.2,6.7,1.6,13,519.0,29.1,0,0
8,4.8,140.0,13.4,17.1,22,758.0,33.0,1,1
8,4.42,27.4,4.3,0.9,16,732.0,34.7,2,1
8,8.55,239.5,11.8,7.7,7,135.0,28.5,0,0
10,7.11,191.0,18.3,20.7,22,844.0,25.1,0,0
8,4.81,13.5,16.0,0.1,11,144.0,35.3,0,0
10,6.89,93.5,18.4,6.0,37,589.0,28.5,0,0
8,4.65,28.7,19.6,1.5,10,622.0,27.3,1,0
8,8.48,61.8,0.2,0.2,22,628.0,29.3,1,0
8,8.41,2.7,12.5,2.6,26,276.0,33.8,1,0
12,7.46,76.7,8.3,13.7,13,331.0,27.8,0,0
12,7.15,119.7,17.2,0.1,39,516.0,32.9,0,0
12,9.67,145.0,5.0,4.4,27,220.0,27.0,1,0
8,6.5,163.4,19.6,3.5,16,67.0,31.0,0,1
8,4.37,271.5,12.3,10.3,28,528.0,23.3,0,0
10,7.31,36.4,15.9,0.4,13,445.0,33.3,0,0
8,10.25,19.3,1.7,5.7,17,608.0,24.6,1,0
12,4.67,286.1,3.7,5.7,21,175.0,30.3,0,0
8,5.85,25.5,15.2,5.5,11,765.0,20.6,0,0
8,7.25,551.9,0.4,14.3,21,174.0,28.1,0,0
8,6.4,277.3,16.3,8.7,28,808.0,28.9,1,1
8,4.73,104.2,0.3,0.2,6,432.0,24.6,1,0
10,8.52,597.9,13.1,3.2,39,517.0,27.5,2,1
8,10.68,15.4,7.3,2.5,32,812.0,29.3,2,1
8,6.85,54.2,12.2,1.9,23,305.0,30.8,1,0
8,4.87,152.5,13.9,3.0,37,205.0,28.5,1,0
8,3.71,64.6,6.8,2.4,25,429.0,34.7,0,0
10,6.96,395.4,2.2,2.8,14,258.0,33.8,0,1
12,8.49,10.2,1.4,19.4,13,499.0,27.8,2,0
12,7.36,119.6,11.8,0.5,10,284.0,21.3,0,0
10,6.5,134.1,10.4,12.8,39,785.0,25.6,1,0
8,5.44,158.6,14.8,3.3,22,566.0,16.9,0,0
10,4.53,44.3,10.2,4.9,23,50.0,27.1,1,0
8,8.0,68.0,8.4,8.9,9,735.0,35.0,0,0
8,8.14,278.4,8.0,2.2,29,331.0,32.0,1,0
12,3.72,32.5,0.5,2.8,15,322.0,28.4,1,0
8,9.36,263.1,6.7,2.6,14,376.0,24.4,0,0
12,7.53,124.1,19.5,2.3,21,586.0,28.6,0,1
8,9.02,215.4,17.5,13.0,30,426.0,38.7,1,0
10,4.08,187.6,6.6,8.8,35,584.0,35.4,1,1
10,4.04,34.9,11.8,0.6,36,175.0,27.2,1,1
12,6.23,126.2,16.9,0.6,25,875.0,20.6,0,1
10,7.41,303.4,8.8,2.8,22,670.0,39.0,0,1
10,9.73,84.9,0.4,0.5,22,263.0,24.4,0,0
8,7.77,509.8,1.5,4.8,5,666.0,30.7,0,0
10,6.06,90.3,10.2,0.8,18,539.0,20.2,0,0
8,4.65,23.1,19.4,3.7,12,143.0,26.4,1,1
10,8.71,74.0,13.9,0.0,6,201.0,20.2,0,0
10,4.76,454.6,1.4,1.9,19,85.0,22.2,1,0
10,9.43,57.8,3.8,5.7,38,738.0,23.4,0,0
8,5.99,303.9,15.4,3.3,5,519.0,30.4,0,0
8,9.36,319.6,16.8,19.1,25,319.0,27.5,0,0
10,7.72,64.7,12.4,10.4,5,157.0,41.6,0,0
8,6.25,13.0,12.9,2.2,36,461.0,33.7,0,0
8,5.57,193.4,0.6,0.2,24,496.0,33.8,1,0
8,5.89,56.0,16.6,9.3,34,647.0,30.5,0,0
12,7.27,229.1,15.8,12.1,11,874.0,29.4,0,0
10,6.64,87.7,5.2,8.6,26,420.0,33.9,0,0
8,5.43,99.6,14.2,0.7,14,395.0,16.1,0,0
8,6.2,225.7,4.3,30.0,12,364.0,24.9,2,0
8,6.64,72.3,0.8,1.5,31,753.0,21.2,0,0
10,2.67,87.8,4.0,6.4,14,183.0,18.6,1,0
10,7.32,70.8,3.6,11.9,18,342.0,24.2,0,0
8,4.74,68.7,6.8,1.3,15,666.0,22.3,0,0
8,4.42,112.0,8.4,11.9,10,63.0,34.0,1,0
8,3.46,248.2,10.2,1.9,25,296.0,28.5,0,0
10,3.27,67.4,9.5,18.7,37,595.0,18.0,1,0
10,4.06,111.4,5.4,1.7,23,208.0,29.6,1,0
8,5.22,166.6,0.6,15.3,28,307.0,22.9,0,0
8,10.02,47.1,12.1,0.3,22,463.0,28.3,0,0
8,5.55,48.8,7.9,6.2,39,409.0,30.0,0,0
12,6.82,406.4,6.0,3.8,23,140.0,24.2,0,0
8,7.22,192.9,17.3,3.2,28,848.0,29.1,3,1
10,6.74,129.1,14.9,1.3,38,88.0,30.0,0,0
10,6.36,156.5,17.2,6.1,26,687.0,27.2,0,0
8,4.35,4.5,9.9,1.1,8,111.0,24.4,2,1
8,9.11,144.4,2.6,4.0,14,447.0,28.0,0,0
8,9.75,106.9,13.9,1.5,6,199.0,27.3,0,0
10,3.47,118.4,4.1,15.6,12,170.0,29.6,1,1
10,4.66,66.8,8.8,0.1,37,157.0,26.7,0,0
10,6.0,12.7,1.3,1.1,32,435.0,22.0,1,0
10,4.76,32.2,16.5,1.4,14,488.0,27.2,0,0
8,7.41,451.6,2.5,2.7,5,163.0,29.6,0,0
12,5.19,78.8,18.1,1.3,38,882.0,28.9,0,0
10,10.4,94.3,17.3,3.4,7,269.0,27.4,0,0
8,8.64,8.1,9.3,10.3,13,440.0,25.6,0,0
12,6.88,5.7,14.9,6.2,9,234.0,25.3,1,0
10,8.35,189.4,12.4,4.3,14,470.0,25.8,0,1
10,8.49,115.9,16.1,0.5,16,693.0,33.4,0,0
10,5.48,106.6,8.6,5.9,22,493.0,23.3,0,0
12,5.03,41.8,15.7,0.9,25,293.0,28.5,1,0
10,6.64,204.8,9.2,7.7,25,261.0,21.7,0,0
8,8.05,27.6,18.8,1.4,5,695.0,31.8,0,0
8,6.75,31.6,9.7,2.7,7,151.0,25.3,1,0
12,3.66,92.6,9.3,2.2,9,364.0,23.9,0,0
8,5.05,50.6,15.7,9.8,29,179.0,29.1,0,0
8,6.37,42.6,16.4,0.7,12,269.0,15.7,0,0
8,6.36,155.4,11.1,4.2,21,180.0,21.5,0,0
8,10.05,157.9,3.6,0.8,13,804.0,29.8,0,0
10,4.01,261.0,9.4,6.1,36,672.0,33.1,0,0
12,7.41,81.1,19.4,11.8,10,527.0,30.3,1,0
8,9.18,11.4,15.1,2.9,25,241.0,28.7,0,0
8,10.59,48.0,16.2,3.3,11,484.0,40.1,0,0
8,5.77,586.8,0.7,13.1,11,493.0,30.5,0,0
12,7.38,136.0,9.4,3.7,31,552.0,22.8,0,0
10,7.53,185.5,12.9,3.3,12,101.0,33.1,0,0
8,6.85,1.1,16.6,4.3,13,877.0,24.8,2,0
12,6.32,109.5,1.0,5.8,32,446.0,24.5,1,0
12,7.28,5.7,17.0,0.6,19,838.0,21.1,0,0
12,1.94,126.3,11.0,8.6,6,58.0,25.9,2,0
12,7.73,380.3,3.9,2.9,11,260.0,21.9,0,0
8,6.73,518.3,6.3,0.4,22,138.0,30.8,0,0
10,6.1,116.7,5.6,7.7,26,704.0,27.4,0,0
8,10.18,91.9,10.6,2.4,14,322.0,21.2,1,0
12,5.29,435.1,1.0,0.5,37,764.0,27.6,0,0
10,5.77,167.9,3.2,5.0,11,758.0,33.0,0,0
10,10.08,10.1,16.3,10.6,7,618.0,36.1,0,0
10,5.0,94.0,2.7,10.9,18,616.0,19.1,1,0
8,5.51,41.2,4.7,15.8,17,645.0,24.1,0,0
10,6.24,95.2,9.1,10.1,20,623.0,21.6,0,0
12,8.01,91.2,10.3,0.0,20,379.0,29.8,0,0
12,6.87,130.9,15.3,2.4,9,630.0,21.0,0,0
8,4.17,66.2,8.9,8.5,29,813.0,33.3,0,0
8,5.54,26.9,15.8,2.3,30,333.0,34.0,0,0
8,5.41,105.1,12.4,4.6,17,853.0,32.1,0,0
10,6.36,266.0,2.3,4.7,30,62.0,24.4,0,0
12,7.27,163.6,3.1,2.3,5,347.0,24.7,1,0
8,7.25,62.0,8.7,11.7,12,162.0,25.7,1,0
10,3.3,411.2,7.9,3.5,8,158.0,33.5,1,1
12,8.42,364.9,14.9,3.1,25,743.0,19.5,1,1
10,6.95,35.2,11.6,30.0,26,831.0,29.9,1,0
10,8.99,6.0,7.8,3.4,7,711.0,23.3,0,0
10,7.3,202.8,3.4,1.0,23,880.0,25.9,0,0
10,8.48,263.7,4.5,3.6,5,234.0,31.7,3,1
8,7.34,515.7,11.5,8.4,33,170.0,20.4,1,0
10,8.92,330.9,8.5,7.5,27,493.0,26.6,0,0
10,7.44,137.6,10.3,7.8,37,755.0,27.4,0,0
12,6.32,113.3,3.4,6.2,27,84.0,27.8,0,0
10,10.59,4.2,13.3,1.5,9,896.0,27.5,0,0
10,8.1,42.5,17.1,9.9,11,562.0,30.8,0,0
8,7.53,92.3,5.2,11.2,10,882.0,25.7,0,0
8,4.2,148.5,9.8,1.1,26,360.0,29.8,0,0
8,4.18,122.2,19.5,0.7,17,439.0,29.6,0,0
8,7.03,203.6,6.7,18.6,16,690.0,29.4,0,0
10,6.76,49.2,11.9,10.1,8,724.0,30.6,0,0
12,5.39,124.8,1.8,11.2,12,248.0,29.4,0,0
8,6.75,13.8,12.1,10.9,35,840.0,27.6,1,0
8,9.36,80.1,1.8,3.9,30,787.0,21.7,1,0
12,7.75,208.0,19.2,5.2,12,65.0,34.8,0,0
8,4.45,177.3,14.3,3.9,37,159.0,36.5,0,0
10,6.3,700.7,15.8,0.3,33,472.0,26.2,0,1
10,5.05,48.8,14.1,6.8,9,442.0,30.3,0,0
10,5.8,103.4,11.8,3.5,32,652.0,25.3,0,0
8,5.76,60.0,9.0,5.2,21,126.0,24.4,4,1
8,5.64,87.1,17.2,3.5,27,598.0,28.3,0,1
10,4.24,291.7,19.1,3.4,13,574.0,42.0,0,1
10,6.27,172.9,10.0,0.9,6,249.0,36.0,0,0
8,5.49,321.1,18.6,1.6,36,511.0,35.2,1,1
10,1.5,34.1,11.7,0.9,35,239.0,30.6,1,1
8,10.2,310.0,10.8,1.1,11,175.0,23.4,0,0
10,8.46,9.2,9.1,18.1,34,537.0,33.2,0,0
8,5.82,329.2,4.2,0.8,7,881.0,13.8,0,1
12,6.53,59.9,0.1,1.6,13,251.0,30.0,2,1
8,4.39,56.7,4.8,4.5,14,352.0,33.5,0,0
8,9.55,107.6,10.2,4.7,30,268.0,28.8,0,0
8,9.92,423.7,7.6,0.8,5,276.0,36.3,0,0
8,6.78,7.3,9.0,7.9,34,394.0,20.9,1,0
12,8.34,65.1,19.6,7.7,19,647.0,36.0,0,0
12,6.82,291.3,7.0,1.4,29,83.0,27.2,0,0
8,4.09,75.6,9.0,1.7,10,864.0,35.3,1,0
8,5.76,33.3,2.7,13.9,22,89.0,33.1,0,0
10,6.74,83.0,1.0,8.7,5,799.0,35.6,0,0
12,5.68,73.1,15.5,6.0,7,810.0,32.9,0,0
10,6.11,370.5,11.4,0.4,21,496.0,31.5,0,1
8,6.34,215.3,15.2,2.7,12,166.0,34.8,2,0
8,6.35,105.5,3.0,4.1,21,530.0,28.3,0,0
10,6.59,668.1,11.4,1.0,29,584.0,31.0,1,1
8,4.59,93.9,5.1,3.0,16,779.0,28.0,0,0
10,5.21,9.0,4.6,4.6,33,518.0,24.6,0,0
8,4.19,45.6,0.2,2.0,29,399.0,30.6,1,1
10,8.26,85.9,2.6,7.6,29,763.0,29.0,2,0
8,2.71,25.6,6.2,9.2,33,884.0,34.3,1,1
10,8.58,442.2,2.3,2.0,15,598.0,27.0,1,0
8,9.0,218.4,19.7,9.1,8,793.0,24.2,0,0
10,5.96,46.9,6.2,0.5,18,559.0,34.2,1,1
8,1.81,134.0,2.6,9.1,21,636.0,28.3,1,0
10,5.85,191.7,4.0,0.8,6,635.0,24.0,0,0
10,6.38,425.2,11.8,0.4,12,649.0,34.9,0,0
10,4.68,320.1,1.3,5.1,14,323.0,32.6,1,0
10,5.57,108.6,17.2,3.2,11,539.0,37.2,0,1
10,9.25,223.5,19.2,11.9,20,555.0,26.3,0,0
12,7.7,123.9,4.9,2.3,18,318.0,25.6,0,0
8,4.84,120.7,9.0,1.7,20,347.0,22.6,1,0
12,3.62,18.3,0.4,3.5,29,698.0,25.2,2,0
8,5.91,20.2,12.8,3.0,8,545.0,26.1,0,0
8,6.12,113.1,8.3,2.1,33,177.0,31.4,2,1
8,7.39,47.0,5.4,5.9,10,762.0,23.4,0,0
8,5.54,3.2,4.1,7.1,5,801.0,24.7,0,0
10,7.42,192.5,13.1,9.6,5,446.0,36.5,0,0
10,9.98,5.0,8.3,18.0,7,228.0,13.3,0,0
10,7.97,135.7,3.6,1.6,5,855.0,30.4,0,0
10,6.41,116.2,13.8,6.3,5,800.0,21.5,1,0
8,6.17,520.2,11.3,2.5,25,258.0,24.0,0,1
8,5.86,99.3,17.2,5.7,34,131.0,35.1,1,0
8,8.63,9.9,2.3,3.2,36,425.0,28.4,0,0
8,5.37,120.3,15.7,25.4,37,625.0,41.3,0,0
8,6.58,275.9,13.5,6.5,26,199.0,31.1,0,0
8,6.59,864.0,2.3,15.2,34,486.0,23.9,0,0
10,5.6,84.4,13.9,9.0,8,412.0,30.8,0,0
10,4.03,57.9,8.8,11.7,27,807.0,33.6,1,0
12,7.08,355.7,18.9,8.4,29,415.0,30.6,0,1
12,6.39,31.8,2.8,3.1,16,504.0,26.9,0,0
10,7.4,143.3,12.9,1.5,21,862.0,19.5,2,0
8,5.54,78.1,7.6,2.3,19,305.0,26.4,0,0
10,8.7,6.3,19.1,0.1,14,296.0,36.3,1,0
10,4.92,64.0,6.6,3.7,39,730.0,24.0,0,0
8,9.58,46.2,19.2,3.5,33,286.0,25.9,0,0
8,3.35,173.8,18.0,3.7,16,757.0,33.0,0,0
12,7.28,445.8,5.4,18.3,5,131.0,31.1,0,1
8,7.36,46.8,16.1,12.1,5,145.0,21.5,0,0
10,5.07,250.3,19.9,0.9,14,816.0,27.5,0,1
10,7.26,8.5,5.1,2.3,22,510.0,35.0,0,0
8,8.8,115.9,8.7,2.8,6,661.0,28.1,0,0
8,2.51,11.0,10.4,2.2,12,241.0,35.2,0,0
8,7.4,407.8,5.9,8.0,26,191.0,35.4,1,1
8,2.01,218.1,0.3,3.7,26,760.0,23.4,0,0
8,4.76,160.9,4.4,4.2,30,355.0,26.5,0,0
12,9.43,260.5,5.6,9.6,30,437.0,31.3,1,0
8,5.45,156.4,8.9,8.2,13,74.0,20.3,0,0
10,4.39,520.8,3.4,0.7,25,378.0,26.9,0,0
8,6.14,187.7,17.5,6.3,35,705.0,30.7,0,1
12,10.22,387.9,14.1,2.9,10,748.0,24.9,1,0
8,3.2,109.2,1.7,1.7,18,644.0,30.9,1,0
8,4.61,18.7,13.0,0.3,37,638.0,25.0,0,0
12,9.2,112.7,13.1,3.3,11,480.0,24.9,1,0
12,9.84,20.4,19.1,2.2,28,508.0,31.7,1,0
8,6.31,134.7,0.1,1.4,13,681.0,34.8,0,0
12,4.27,98.8,5.0,5.9,15,260.0,24.4,0,0
8,10.27,146.2,18.6,7.3,27,247.0,21.9,0,0
8,9.37,1.5,18.6,1.4,6,857.0,27.8,0,0
8,7.72,32.5,14.4,0.3,19,74.0,30.3,0,0
8,5.04,101.4,15.3,9.4,39,169.0,24.4,0,0
10,6.41,450.9,1.8,0.1,32,535.0,36.3,0,0
8,6.21,72.6,10.3,13.8,8,677.0,27.3,0,0
8,7.1,82.8,4.6,4.9,14,507.0,24.4,0,0
10,9.11,188.1,3.6,1.9,10,352.0,37.7,0,0
10,8.08,138.9,16.2,1.4,34,881.0,34.3,0,0
8,4.56,53.3,2.7,0.0,39,648.0,24.4,0,0
10,8.98,79.4,9.4,1.3,14,757.0,33.3,0,0
8,7.06,36.8,18.8,0.7,36,84.0,24.7,1,0
10,7.74,507.3,3.7,4.7,7,251.0,31.8,1,0
10,9.14,21.0,19.6,0.9,30,368.0,36.9,0,0
12,4.5,69.7,19.9,3.8,19,205.0,22.0,0,0
8,6.44,3.9,11.1,4.5,21,112.0,25.3,0,0
8,5.54,37.6,3.4,1.8,31,241.0,25.4,0,0
8,3.68,227.4,6.3,0.2,22,504.0,29.3,2,1
